id,task,verb,obj
2734,Health Reminder checklist,checklist,reminder
2735,Review the Foodnut webpage,review,webpage
2736,Explore foodnut and read about Caesars bacchanal buffet Las Vegas,read,buffet
2737,View or know about list of Restaurant,view,list
2738,Explore the option available under Section and Extra,explore,option
2739,View setting of BlockLauncher,view,setting
2740,Setting of an application,setting,application
2741,Download the Minecraft PE and explore more site,explore,site
2742,Download Mod from the available option,download,mod
2743,Download Mod Apk,download,apk
2744,Watch weather report on Wave3 News,watch,report
2745,View weather forecast,view,forecast
2746,Check the weather news,check,news
2747,Manage general setting option,manage,option
2748,Manage the General setting,manage,setting
2749,Select option from the General category,select,option
2750,Add to bag a product for Freedom Pro Contour Shaped Stick,add,product
2751,View the product detail,view,detail
2752,Add a product to BAG,add,product
2753,Select the date of birth and click the right arrow (->) button,select,date
2754,Set a date and click on the arrow icon to proceed,set,date
2755,Set your DOB,set,DOB
2756,Review Weight Tracker or select an alternative option in FatSecret,review,tracker
2757,Check the weight tracker and explore other more available option,check,tracker
2758,Menu bar of fatsecret,menu,bar
2759,Check the Shopping Bag or Click on the 'Go Shopping' button,check,bag
2760,Click on go shopping to shop product,shop,product
2761,Check shopping bag list,check,list
2762,Review your like,review,like
2763,Check number of like or Click on 'Play Match now' button,check,number
2764,View notification along with like and glance,view,notification
2765,Select a departure date and time,select,date
2766,Select date for departure time,select,date
2767,Choose your departure time from the calendar,choose,time
2768,Choose your preferred option from the menu,choose,option
2769,Explore the menu and proceed,explore,menu
2770,Browse and select audiobook to listen to,select,audiobook
2771,Search and Explore Book Series,explore,series
2772,View and Read book online,read,book
2773,Edit or modify the text,modify,text
2774,Edit or Modify the text,edit,text
2775,Tap to Edit Text,edit,text
2776,View calendar for the app crawler,view,calendar
2777,Select the calendar option to proceed,select,option
2778,Open the calendar,open,calendar
2779,Read about the Company's introduction,read,introduction
2780,Explore the company's About Us page,explore,page
2781,Explore the company's detail,explore,detail
2782,View bus at Waterside - Port Authority Terminal,view,bus
2783,View and check waterside-port authority terminal bus stop,view,stop
2784,Explore Bus route,explore,route
2785,Click Link to explore clubs.teamstuff.com,explore,clubs.teamstuff.com
2786,Check out the Club info from Teamstuff,check,info
2787,Read about Club detail in Teamstuff,read,detail
2788,Search and review the filtered Job,review,job
2789,Check or view job search result,view,result
2790,View Job Search Result,view,result
2791,Manage your notification and cache preference,manage,preference
2792,Manage setting for Dog Wallpaper,manage,setting
2793,Manage notification setting and cache management,manage,setting
2794,Search for a location on a Map,search,location
2795,View Route mgr in a map application,view,mgr
2796,View Map,view,map
2797,Browse through the available option,browse,option
2798,Select an option from menu to view about it,view,it
2799,Explore the info. related to Point,explore,info
2800,,,
2801,Explore the feature of the Medical Health app,explore,feature
2802,Check the Health Condition,check,condition
2803,Enter the personal information as input,enter,information
2804,Enter detail and save,save,detail
2805,Add a new person detail,add,detail
2806,Enter detail to Sign Up,sign,up
2807,Enter detail to secure sign up,sign,up
2808,Enter your personal detail for sign up,sign,up
2809,Select song from the below listed option,select,song
2810,Browse through option such as song your recording dance and more,browse,option
2811,Select the song from the list,select,song
2812,Connect to Drive to On my way or Meet up,connect,drive
2813,Drive and share your location with a friend or family to connect with them. to connect,share,location
2814,Select an option to explore,explore,option
2815,Choose Photo or Camera to Upload Your Picture,upload,picture
2816,View Pending upload status,view,status
2817,Upload photo from photo (gallery) or camera,upload,photo
2818,Manage Your Profile Information,manage,information
2819,View the setting option,view,option
2820,Explore main menu,explore,menu
2821,Play the News on Euro Sport,play,news
2822,View Eurosport channel,view,channel
2823,View Eurosport Channel,view,channel
2824,Select Contact Us or browse or search through the option provided in the Help section,search,option
2825,Read article on any of these topic,read,article
2826,Choose an option to get help,get,help
2827,Login or create an account to access travel service in Europe,access,service
2828,Log in or create an account,create,account
2829,Create or login for your travel account,create,account
2830,View Football match Live score or switch to Video or Comment,view,score
2831,View and share Match Information,share,information
2832,View soccer match information,view,information
2833,Select an option to explore under Stadium section,explore,option
2834,Explore the Stadium Menu,explore,menu
2835,View homepage for stadium,view,homepage
2836,Select Your Perfect Sewing Class,select,class
2837,Select Online class for sewing,select,class
2838,View Online Sewing class,view,class
2839,Explore the Feature of the Drive Cam Recorder,explore,feature
2840,Choose as an option to record and manage setting,manage,setting
2841,Select the option from the menu,select,option
2842,Set your preference for setting,set,preference
2843,Manage setting for the application,manage,setting
2844,Manage the setting,manage,setting
2845,Explore the side bar menu option,explore,option
2846,Explore selected option from the menu,explore,option
2847,View Roster of sport,view,roster
2848,Choose option to check for Psychiatric help on Prognosis,check,help
2849,Select from option shown for prognosis,select,option
2850,Choose the option for Prognosis on psychiatry,choose,option
2851,Browse option to find your match,find,match
2852,Select an option from Adanel's menu,select,option
2853,Select the option and proceed,select,option
2854,Enter your detail and click Next to sign up for new member registration,sign,up
2855,Enter detail for new member registration,enter,detail
2856,Register an account for a new member,register,account
2857,Input criterion to search in Yellowbook,search,Yellowbook
2858,Click Next to view the Yellowbook or click Skip,view,Yellowbook
2859,Click next to proceed with restaurant searching,proceed,searching
2860,Enter the code to activate,activate,code
2861,Review and enter the code to activate,activate,code
2862,Enter the right code to activate,activate,code
2863,Review or Change your ethnicity,change,ethnicity
2864,Select the ethnicity,select,ethnicity
2865,Select the Ethnicity type from the list,select,type
2866,Manage your vehicle expense,manage,expense
2867,Select the vehicle option from the list,select,option
2868,View sidebar menu for yeikcar,view,menu
2869,Check the Address and explore the given Option,explore,option
2870,View menu for My Roadhouse,view,menu
2871,choose an option of menu for a restaurant,choose,option
2872,Tap on any of the available button,tap,button
2873,Select an option to explore,explore,option
2874,Proceed and select the option,select,option
2875,Click to View All to explore entire product range to shop,explore,range
2876,Select the department to view product,view,product
2877,Explore Top seller and category of Fanatic,explore,seller
2878,Enter the detail and click 'Register' to complete the registration process,register,detail
2879,Enter detail to register,register,detail
2880,Click on register button to complete registration,complete,registration
2881,Select alphabet to learn from Gojuon (fifty sound) traditional Japanese grid,learn,alphabet
2882,select your desired sound from the list,select,sound
2883,view the Gojuon,view,Gojuon
2884,Read and explore BBC live news,explore,news
2885,View live news on BBC NEWS,view,news
2886,View live story BBC News,view,story
2887,Select an option to explore,explore,option
2888,Select your preferred option,select,option
2889,Explore or View the option under Navigation Bar,explore,option
2890,Select video to watch IPTL match highlight or Live or switch to Match centre or News,watch,video
2891,Watch video or switch to Match Center or News,watch,video
2892,Watch Tennis Video or News,watch,video
2893,Input text to learn Chinese or switch to category or statistic,learn,chinese
2894,Look up Chinese word from dictionary,look,word
2895,Translate or Listen to Chinese text into English,translate,text
2896,Explore the Available option,explore,option
2897,Select an option to explore,explore,option
2898,Detail of the Facebook app,detail,app
2899,Click Set your clock to set alarm,set,alarm
2900,Proceed to the next page on onboarding screen to set your clock,set,clock
2901,Set a new Countdown,set,countdown
2902,Check the best score on Article(A or An or The),check,score
2903,View about the article: A or An or The,view,article
2904,Select an exercise and learn Article,learn,article
2905,Enter email address and password to login,login,address
2906,Enter detail to login or sign up,login,detail
2907,Enter email and password for login,login,email
2908,Record today's workout completion on the calendar,record,completion
2909,View Date today from Calendar,view,date
2910,Manage your workout calender,manage,calendar
2911,View the weather forecast for different location on the map and Explore the menu option,explore,option
2912,Select an option to explore or manage setting,manage,setting
2913,Select an option from the list,select,option
2914,Input Quantity detail for Toaster strudel and choose a unit type,choose,type
2915,Input Quantity detail for Toaster strudel and choose a unit type,choose,type
2916,Save the breakfast entry,save,entry
2917,Select platform to watch your favorite movie,watch,movie
2918,Select an option to watch The Santa Clause,watch,option
2919,Explore favorite list of Santa clause movie,explore,list
2920,Explore Information related to Online real estate marketplace,explore,information
2921,Select an option from the list to read about it,read,it
2922,Read about the LLC,read,LLC
2923,Choose a song from the list to play,play,song
2924,Explore song list,explore,list
2925,Play song from the list of song,play,song
2926,Explore selected option to monitor or manage Diabetes,manage,diabetes
2927,Explore the side bar menu option,explore,option
2928,View sidebar menu for BG monitor,view,menu
2929,Search for product and get 15% off,search,product
2930,Search and explore product,explore,product
2931,Search for product or store,search,product
2932,Select vegetable or switch store,select,vegetable
2933,View all vegetable from a store,view,vegetable
2934,Order your Vegetable,order,vegetable
2935,Select country from the below listed option,select,country
2936,Choose the country,choose,country
2937,Select Country from the given option,select,country
2938,Select an option from menu to set as sms or notification,set,sms
2939,Set a Timer or Alarm or Notification or widget from the list,set,timer
2940,Explore side bar menu option,explore,option
2941,Search flight on skyscanner,search,flight
2942,Select an option to explore,explore,option
2943,Search and download MP3 in My Music on the Gaana app,download,MP3
2944,Search and explore trending music (mp3) to download,explore,music
2945,Search my music,search,music
2946,Check if the doctor is listed in the search list or click Can't find your doctor?,check,doctor
2947,Select a doctor from a list of doctor in searched area,select,doctor
2948,Search doctor by location,search,doctor
2949,Search info based on different criterion and click on the Update button,update,button
2950,Update the search criterion,update,criterion
2951,Update the search criterion for female,update,criterion
2952,Explore the snack Recipe,explore,recipe
2953,Select category to view recipe,view,recipe
2954,Select Option for Ramadan Snack Recipe,select,option
2955,Create an account will unlock all of the great feature in the app,unlock,feature
2956,Select an option to proceed,select,option
2957,create an account to unlock My Pilot aap,unlock,aap
2958,Read condition of use,read,condition
2959,View music app information or setting,view,information
2960,Manage setting,manage,setting
2961,view and manage setting,manage,setting
2962,Check flight availability for departure date 13 December and return date 15 December,check,availability
2963,Click on the search button to see result,see,result
2964,Enter depart and arrive place name to search flight,search,flight
2965,Manage Friend section or profile of qeeper,manage,section
2966,Manage friend section of qeeper online,manage,section
2967,View Friend At Qeepers Online,view,friend
2968,Click the Match button to play game,play,game
2969,Explore the option related to Battleship,explore,option
2970,View game match of battleship,view,match
2971,Read to recover from mental health,recover,health
2972,View step to recover from suicidal thought,view,step
2973,select the correct answer from the given option,select,answer
2974,Select answer choice for the question,select,choice
2975,Check Option and select Next,select,next
2976,Click on finish button to add or save the location,add,location
2977,Tap on finish to add place,add,place
2978,Click finish after viewing your added place,view,place
2979,Fill in the field below to get started,get,started
2980,Enter detail to Register,register,detail
2981,Fill in the field to register,fill,field
