id,comment_problem,comment_verb,comment_obj
1027,ranking text,increase,current button size
1028,send OTP button,increase,separate background
1029,current button size,increase,current button size
1030,button or icon allow user to see current location,increase,separate background
1031,clickable area,add,check box size
1033,login and logo,center,login and logo
1034,elog,increase,current button size
1037,cancel button,emphasize,cancel button
1038,ranking text,increase,current button size
1039,ranking text,increase,current button size
1040,text 's small size and low color contrast,increase,current button size
1041,ranking text,increase,ranking text
1042,ranking text,change,text color contrast
1044,uniform font style to be use consistently,replace,breakfast icon
1049,breakfast icon,update,breakfast icon
1050,breakfast icon,update,breakfast icon
1052,item load but lack proper visual-blank image,adjust,systematic arrangement
